transaction_id,date,warehouse_id,region,sku,product_name,category,transaction_type,quantity,customer_id,reference,unit_cost_cad,total_value_cad
TXN-0003685,2025-09-24,WH-007,Quebec,SKU-1023,Fiber Supplement Powder,Health & Wellness,Inbound,2608,,PO-28514,16.75,43684.00
TXN-0003686,2025-09-24,WH-008,Quebec,SKU-1006,Iced Tea - Peach,Beverages,Transfer,-225,,TR-19269,4.25,956.25
TXN-0003687,2025-09-25,WH-005,Ontario,SKU-1010,Hand Soap - Lavender,Personal Care,Inbound,1940,,PO-83594,8.25,16005.00
TXN-0003688,2025-09-25,WH-011,West,SKU-1019,Disinfecting Wipes,Household Cleaning,Outbound,-475,C002,SO-71377,11.25,5343.75
TXN-0003689,2025-09-25,WH-005,Ontario,SKU-1006,Iced Tea - Peach,Beverages,Adjustment,50,,ADJ-57178,4.25,212.50
TXN-0003690,2025-09-25,WH-008,Quebec,SKU-1008,Coconut Water Organic,Beverages,Outbound,-595,,SO-29842,9.25,5503.75
TXN-0003691,2025-09-25,WH-007,Quebec,SKU-1016,Dish Soap - Citrus,Household Cleaning,Inbound,1618,,PO-81522,6.25,10112.50
TXN-0003692,2025-09-25,WH-007,Quebec,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Outbound,-1017,C004,SO-87107,5.25,5339.25
TXN-0003693,2025-09-25,WH-009,Quebec,SKU-1007,Energy Drink - Arctic Blast,Beverages,Adjustment,-18,,ADJ-49265,8.75,157.50
TXN-0003694,2025-09-25,WH-009,Quebec,SKU-1016,Dish Soap - Citrus,Household Cleaning,Inbound,1743,,PO-33183,6.25,10893.75
TXN-0003695,2025-09-25,WH-006,Ontario,SKU-1007,Energy Drink - Arctic Blast,Beverages,Outbound,-1391,C005,SO-63201,8.75,12171.25
TXN-0003696,2025-09-25,WH-003,Atlantic,SKU-1017,Laundry Detergent Pods,Household Cleaning,Inbound,1868,,PO-16956,18.50,34558.00
TXN-0003697,2025-09-25,WH-008,Quebec,SKU-1014,Deodorant - Fresh Scent,Personal Care,Transfer,125,,TR-57199,10.25,1281.25
TXN-0003698,2025-09-25,WH-008,Quebec,SKU-1019,Disinfecting Wipes,Household Cleaning,Outbound,-263,,SO-62044,11.25,2958.75
TXN-0003699,2025-09-25,WH-003,Atlantic,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-119,C010,SO-14458,4.25,505.75
TXN-0003700,2025-09-25,WH-009,Quebec,SKU-1010,Hand Soap - Lavender,Personal Care,Transfer,-334,,TR-74668,8.25,2755.50
TXN-0003701,2025-09-25,WH-011,West,SKU-1022,Probiotics Daily,Health & Wellness,Outbound,-156,C010,SO-23332,22.50,3510.00
TXN-0003702,2025-09-25,WH-004,Ontario,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Adjustment,-38,,ADJ-70646,4.20,159.60
TXN-0003703,2025-09-25,WH-013,West,SKU-1016,Dish Soap - Citrus,Household Cleaning,Transfer,-452,,TR-28654,6.25,2825.00
TXN-0003704,2025-09-25,WH-006,Ontario,SKU-1009,Cold Brew Coffee RTD,Beverages,Outbound,-1011,C007,SO-17075,7.50,7582.50
TXN-0003705,2025-09-25,WH-011,West,SKU-1022,Probiotics Daily,Health & Wellness,Inbound,597,,PO-63231,22.50,13432.50
TXN-0003706,2025-09-25,WH-012,West,SKU-1019,Disinfecting Wipes,Household Cleaning,Outbound,-578,,SO-45133,11.25,6502.50
TXN-0003707,2025-09-25,WH-012,West,SKU-1002,Potato Chips - Sea Salt,Snacks & Confectionery,Outbound,-101,C002,SO-97406,3.75,378.75
TXN-0003708,2025-09-25,WH-003,Atlantic,SKU-1005,Sparkling Water - Lemon,Beverages,Outbound,-742,C010,SO-56837,5.50,4081.00
TXN-0003709,2025-09-25,WH-001,Atlantic,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Inbound,2210,,PO-16655,4.50,9945.00
TXN-0003710,2025-09-25,WH-002,Atlantic,SKU-1010,Hand Soap - Lavender,Personal Care,Inbound,1378,,PO-33998,8.25,11368.50
TXN-0003711,2025-09-25,WH-006,Ontario,SKU-1020,Vitamin C Gummies,Health & Wellness,Outbound,-1304,C005,SO-67691,8.75,11410.00
TXN-0003712,2025-09-25,WH-011,West,SKU-1019,Disinfecting Wipes,Household Cleaning,Outbound,-997,C005,SO-15744,11.25,11216.25
TXN-0003713,2025-09-25,WH-008,Quebec,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Outbound,-491,C003,SO-70777,4.20,2062.20
TXN-0003714,2025-09-25,WH-010,West,SKU-1017,Laundry Detergent Pods,Household Cleaning,Inbound,1949,,PO-87317,18.50,36056.50
TXN-0003715,2025-09-25,WH-011,West,SKU-1011,Body Lotion - Unscented,Personal Care,Outbound,-572,C002,SO-16310,12.50,7150.00
TXN-0003716,2025-09-25,WH-001,Atlantic,SKU-1012,Shampoo - Moisturizing,Personal Care,Inbound,1385,,PO-49854,15.75,21813.75
TXN-0003717,2025-09-25,WH-013,West,SKU-1023,Fiber Supplement Powder,Health & Wellness,Inbound,2871,,PO-25534,16.75,48089.25
TXN-0003718,2025-09-25,WH-001,Atlantic,SKU-1008,Coconut Water Organic,Beverages,Outbound,-164,C004,SO-66152,9.25,1517.00
TXN-0003719,2025-09-25,WH-001,Atlantic,SKU-1016,Dish Soap - Citrus,Household Cleaning,Outbound,-682,C002,SO-19438,6.25,4262.50
TXN-0003720,2025-09-25,WH-009,Quebec,SKU-1009,Cold Brew Coffee RTD,Beverages,Outbound,-292,C004,SO-95713,7.50,2190.00
TXN-0003721,2025-09-25,WH-006,Ontario,SKU-1019,Disinfecting Wipes,Household Cleaning,Outbound,-456,C009,SO-57077,11.25,5130.00
TXN-0003722,2025-09-25,WH-006,Ontario,SKU-1024,Multivitamin Adult,Health & Wellness,Outbound,-865,C010,SO-54625,14.25,12326.25
TXN-0003723,2025-09-25,WH-003,Atlantic,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Outbound,-244,C001,SO-17775,5.25,1281.00
TXN-0003724,2025-09-25,WH-007,Quebec,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Outbound,-1282,C001,SO-94426,9.75,12499.50
TXN-0003725,2025-09-25,WH-001,Atlantic,SKU-1012,Shampoo - Moisturizing,Personal Care,Outbound,-1221,C001,SO-19658,15.75,19230.75
TXN-0003726,2025-09-25,WH-009,Quebec,SKU-1012,Shampoo - Moisturizing,Personal Care,Outbound,-1077,C005,SO-15778,15.75,16962.75
TXN-0003727,2025-09-25,WH-013,West,SKU-1022,Probiotics Daily,Health & Wellness,Transfer,356,,TR-99157,22.50,8010.00
TXN-0003728,2025-09-25,WH-003,Atlantic,SKU-1022,Probiotics Daily,Health & Wellness,Transfer,-389,,TR-84747,22.50,8752.50
TXN-0003729,2025-09-25,WH-005,Ontario,SKU-1009,Cold Brew Coffee RTD,Beverages,Outbound,-867,C004,SO-12688,7.50,6502.50
TXN-0003730,2025-09-25,WH-001,Atlantic,SKU-1012,Shampoo - Moisturizing,Personal Care,Outbound,-872,C003,SO-53800,15.75,13734.00
TXN-0003731,2025-09-25,WH-006,Ontario,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Inbound,1925,,PO-11448,4.50,8662.50
TXN-0003732,2025-09-25,WH-002,Atlantic,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Inbound,2054,,PO-51039,9.75,20026.50
TXN-0003733,2025-09-25,WH-005,Ontario,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Transfer,-406,,TR-70211,6.80,2760.80
TXN-0003734,2025-09-25,WH-009,Quebec,SKU-1008,Coconut Water Organic,Beverages,Inbound,750,,PO-92278,9.25,6937.50
TXN-0003735,2025-09-25,WH-003,Atlantic,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Transfer,-141,,TR-38683,12.50,1762.50
TXN-0003736,2025-09-25,WH-013,West,SKU-1007,Energy Drink - Arctic Blast,Beverages,Outbound,-295,C002,SO-11996,8.75,2581.25
TXN-0003737,2025-09-25,WH-012,West,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Outbound,-1417,C007,SO-98705,5.25,7439.25
TXN-0003738,2025-09-25,WH-001,Atlantic,SKU-1011,Body Lotion - Unscented,Personal Care,Inbound,2715,,PO-82847,12.50,33937.50
TXN-0003739,2025-09-25,WH-007,Quebec,SKU-1016,Dish Soap - Citrus,Household Cleaning,Inbound,557,,PO-29853,6.25,3481.25
TXN-0003740,2025-09-25,WH-002,Atlantic,SKU-1002,Potato Chips - Sea Salt,Snacks & Confectionery,Outbound,-1009,C004,SO-27836,3.75,3783.75
TXN-0003741,2025-09-26,WH-001,Atlantic,SKU-1009,Cold Brew Coffee RTD,Beverages,Transfer,333,,TR-83737,7.50,2497.50
TXN-0003742,2025-09-26,WH-009,Quebec,SKU-1017,Laundry Detergent Pods,Household Cleaning,Outbound,-1258,C003,SO-21498,18.50,23273.00
TXN-0003743,2025-09-26,WH-003,Atlantic,SKU-1018,Glass Cleaner,Household Cleaning,Outbound,-967,C005,SO-31952,7.80,7542.60
TXN-0003744,2025-09-26,WH-007,Quebec,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Inbound,1484,,PO-64929,5.25,7791.00
TXN-0003745,2025-09-26,WH-011,West,SKU-1005,Sparkling Water - Lemon,Beverages,Outbound,-389,C008,SO-58502,5.50,2139.50
TXN-0003746,2025-09-26,WH-006,Ontario,SKU-1016,Dish Soap - Citrus,Household Cleaning,Inbound,1547,,PO-70547,6.25,9668.75
TXN-0003747,2025-09-26,WH-008,Quebec,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Outbound,-358,C001,SO-68316,4.50,1611.00
TXN-0003748,2025-09-26,WH-002,Atlantic,SKU-1002,Potato Chips - Sea Salt,Snacks & Confectionery,Transfer,-418,,TR-33715,3.75,1567.50
TXN-0003749,2025-09-26,WH-004,Ontario,SKU-1013,Toothpaste - Whitening,Personal Care,Outbound,-444,C002,SO-94808,6.50,2886.00
TXN-0003750,2025-09-26,WH-013,West,SKU-1019,Disinfecting Wipes,Household Cleaning,Outbound,-450,C002,SO-56212,11.25,5062.50
TXN-0003751,2025-09-26,WH-009,Quebec,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Outbound,-1101,C001,SO-99967,4.20,4624.20
TXN-0003752,2025-09-26,WH-006,Ontario,SKU-1018,Glass Cleaner,Household Cleaning,Inbound,935,,PO-24688,7.80,7293.00
TXN-0003753,2025-09-26,WH-009,Quebec,SKU-1013,Toothpaste - Whitening,Personal Care,Inbound,2021,,PO-53557,6.50,13136.50
TXN-0003754,2025-09-26,WH-009,Quebec,SKU-1017,Laundry Detergent Pods,Household Cleaning,Inbound,2910,,PO-51018,18.50,53835.00
TXN-0003755,2025-09-26,WH-010,West,SKU-1023,Fiber Supplement Powder,Health & Wellness,Outbound,-1063,C003,SO-22346,16.75,17805.25
TXN-0003756,2025-09-26,WH-007,Quebec,SKU-1017,Laundry Detergent Pods,Household Cleaning,Outbound,-203,,SO-40976,18.50,3755.50
TXN-0003757,2025-09-26,WH-008,Quebec,SKU-1017,Laundry Detergent Pods,Household Cleaning,Outbound,-1336,C004,SO-18803,18.50,24716.00
TXN-0003758,2025-09-26,WH-009,Quebec,SKU-1012,Shampoo - Moisturizing,Personal Care,Outbound,-416,C009,SO-86268,15.75,6552.00
TXN-0003759,2025-09-26,WH-008,Quebec,SKU-1005,Sparkling Water - Lemon,Beverages,Transfer,269,,TR-17001,5.50,1479.50
TXN-0003760,2025-09-26,WH-011,West,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Adjustment,-33,,ADJ-32036,4.20,138.60
TXN-0003761,2025-09-26,WH-012,West,SKU-1024,Multivitamin Adult,Health & Wellness,Outbound,-102,C001,SO-33282,14.25,1453.50
TXN-0003762,2025-09-26,WH-009,Quebec,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-1199,C003,SO-91955,4.25,5095.75
TXN-0003763,2025-09-26,WH-004,Ontario,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Outbound,-418,C001,SO-43025,6.80,2842.40
TXN-0003764,2025-09-26,WH-002,Atlantic,SKU-1008,Coconut Water Organic,Beverages,Inbound,1641,,PO-95830,9.25,15179.25
TXN-0003765,2025-09-26,WH-004,Ontario,SKU-1023,Fiber Supplement Powder,Health & Wellness,Inbound,2649,,PO-24379,16.75,44370.75
TXN-0003766,2025-09-26,WH-002,Atlantic,SKU-1013,Toothpaste - Whitening,Personal Care,Adjustment,-4,,ADJ-85664,6.50,26.00
TXN-0003767,2025-09-26,WH-010,West,SKU-1022,Probiotics Daily,Health & Wellness,Inbound,541,,PO-98228,22.50,12172.50
TXN-0003768,2025-09-26,WH-003,Atlantic,SKU-1023,Fiber Supplement Powder,Health & Wellness,Outbound,-126,C003,SO-14733,16.75,2110.50
TXN-0003769,2025-09-26,WH-011,West,SKU-1006,Iced Tea - Peach,Beverages,Adjustment,-15,,ADJ-29564,4.25,63.75
TXN-0003770,2025-09-26,WH-004,Ontario,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Inbound,2297,,PO-75277,6.80,15619.60
TXN-0003771,2025-09-26,WH-006,Ontario,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Outbound,-311,C004,SO-58880,6.80,2114.80
TXN-0003772,2025-09-26,WH-012,West,SKU-1006,Iced Tea - Peach,Beverages,Inbound,1035,,PO-75973,4.25,4398.75
TXN-0003773,2025-09-26,WH-002,Atlantic,SKU-1013,Toothpaste - Whitening,Personal Care,Outbound,-196,C007,SO-43222,6.50,1274.00
TXN-0003774,2025-09-26,WH-007,Quebec,SKU-1006,Iced Tea - Peach,Beverages,Inbound,735,,PO-55145,4.25,3123.75
TXN-0003775,2025-09-26,WH-012,West,SKU-1019,Disinfecting Wipes,Household Cleaning,Inbound,2302,,PO-69889,11.25,25897.50
TXN-0003776,2025-09-26,WH-008,Quebec,SKU-1011,Body Lotion - Unscented,Personal Care,Outbound,-1297,C002,SO-90098,12.50,16212.50
TXN-0003777,2025-09-26,WH-009,Quebec,SKU-1007,Energy Drink - Arctic Blast,Beverages,Inbound,790,,PO-99625,8.75,6912.50
TXN-0003778,2025-09-26,WH-001,Atlantic,SKU-1020,Vitamin C Gummies,Health & Wellness,Inbound,2950,,PO-21751,8.75,25812.50
TXN-0003779,2025-09-26,WH-007,Quebec,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Transfer,-149,,TR-71561,12.50,1862.50
TXN-0003780,2025-09-26,WH-005,Ontario,SKU-1012,Shampoo - Moisturizing,Personal Care,Transfer,-480,,TR-25641,15.75,7560.00
TXN-0003781,2025-09-26,WH-013,West,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Inbound,2716,,PO-46163,4.50,12222.00
TXN-0003782,2025-09-26,WH-002,Atlantic,SKU-1019,Disinfecting Wipes,Household Cleaning,Outbound,-432,C003,SO-84381,11.25,4860.00
TXN-0003783,2025-09-26,WH-002,Atlantic,SKU-1006,Iced Tea - Peach,Beverages,Transfer,-286,,TR-75678,4.25,1215.50
TXN-0003784,2025-09-26,WH-001,Atlantic,SKU-1011,Body Lotion - Unscented,Personal Care,Outbound,-854,C007,SO-61544,12.50,10675.00
TXN-0003785,2025-09-26,WH-008,Quebec,SKU-1024,Multivitamin Adult,Health & Wellness,Transfer,-480,,TR-61642,14.25,6840.00
TXN-0003786,2025-09-26,WH-003,Atlantic,SKU-1002,Potato Chips - Sea Salt,Snacks & Confectionery,Outbound,-906,C006,SO-57404,3.75,3397.50
TXN-0003787,2025-09-26,WH-001,Atlantic,SKU-1009,Cold Brew Coffee RTD,Beverages,Outbound,-621,C005,SO-95986,7.50,4657.50
TXN-0003788,2025-09-26,WH-001,Atlantic,SKU-1014,Deodorant - Fresh Scent,Personal Care,Adjustment,0,,ADJ-35735,10.25,0.00
TXN-0003789,2025-09-26,WH-011,West,SKU-1009,Cold Brew Coffee RTD,Beverages,Outbound,-486,C004,SO-84390,7.50,3645.00
TXN-0003790,2025-09-26,WH-007,Quebec,SKU-1011,Body Lotion - Unscented,Personal Care,Inbound,2976,,PO-59404,12.50,37200.00
TXN-0003791,2025-09-26,WH-003,Atlantic,SKU-1014,Deodorant - Fresh Scent,Personal Care,Inbound,1191,,PO-60507,10.25,12207.75
TXN-0003792,2025-09-26,WH-003,Atlantic,SKU-1013,Toothpaste - Whitening,Personal Care,Transfer,145,,TR-29248,6.50,942.50
TXN-0003793,2025-09-26,WH-005,Ontario,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-1462,C003,SO-55026,4.25,6213.50
TXN-0003794,2025-09-26,WH-011,West,SKU-1017,Laundry Detergent Pods,Household Cleaning,Outbound,-645,C003,SO-23292,18.50,11932.50
TXN-0003795,2025-09-26,WH-011,West,SKU-1016,Dish Soap - Citrus,Household Cleaning,Transfer,120,,TR-87872,6.25,750.00
TXN-0003796,2025-09-26,WH-011,West,SKU-1019,Disinfecting Wipes,Household Cleaning,Inbound,2169,,PO-29335,11.25,24401.25
TXN-0003797,2025-09-26,WH-011,West,SKU-1007,Energy Drink - Arctic Blast,Beverages,Outbound,-273,C010,SO-84828,8.75,2388.75
TXN-0003798,2025-09-26,WH-011,West,SKU-1012,Shampoo - Moisturizing,Personal Care,Inbound,1323,,PO-83361,15.75,20837.25
TXN-0003799,2025-09-26,WH-006,Ontario,SKU-1007,Energy Drink - Arctic Blast,Beverages,Transfer,244,,TR-34465,8.75,2135.00
TXN-0003800,2025-09-26,WH-006,Ontario,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Inbound,2677,,PO-40913,12.50,33462.50
TXN-0003801,2025-09-26,WH-004,Ontario,SKU-1007,Energy Drink - Arctic Blast,Beverages,Inbound,1328,,PO-14552,8.75,11620.00
TXN-0003802,2025-09-26,WH-013,West,SKU-1022,Probiotics Daily,Health & Wellness,Inbound,822,,PO-57951,22.50,18495.00
TXN-0003803,2025-09-26,WH-011,West,SKU-1016,Dish Soap - Citrus,Household Cleaning,Outbound,-157,,SO-45006,6.25,981.25
TXN-0003804,2025-09-26,WH-006,Ontario,SKU-1014,Deodorant - Fresh Scent,Personal Care,Outbound,-899,C010,SO-98491,10.25,9214.75
TXN-0003805,2025-09-26,WH-005,Ontario,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Outbound,-1028,C007,SO-86916,9.75,10023.00
TXN-0003806,2025-09-26,WH-012,West,SKU-1023,Fiber Supplement Powder,Health & Wellness,Outbound,-649,,SO-36131,16.75,10870.75
TXN-0003807,2025-09-26,WH-006,Ontario,SKU-1007,Energy Drink - Arctic Blast,Beverages,Outbound,-1255,C008,SO-45501,8.75,10981.25
TXN-0003808,2025-09-26,WH-007,Quebec,SKU-1012,Shampoo - Moisturizing,Personal Care,Transfer,497,,TR-18333,15.75,7827.75
TXN-0003809,2025-09-26,WH-007,Quebec,SKU-1006,Iced Tea - Peach,Beverages,Transfer,-436,,TR-54991,4.25,1853.00
TXN-0003810,2025-09-26,WH-005,Ontario,SKU-1011,Body Lotion - Unscented,Personal Care,Inbound,532,,PO-85063,12.50,6650.00
TXN-0003811,2025-09-26,WH-006,Ontario,SKU-1019,Disinfecting Wipes,Household Cleaning,Transfer,-344,,TR-54786,11.25,3870.00
TXN-0003812,2025-09-26,WH-003,Atlantic,SKU-1024,Multivitamin Adult,Health & Wellness,Outbound,-392,C006,SO-58655,14.25,5586.00
TXN-0003813,2025-09-26,WH-010,West,SKU-1012,Shampoo - Moisturizing,Personal Care,Outbound,-1014,C003,SO-24790,15.75,15970.50
TXN-0003814,2025-09-26,WH-004,Ontario,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Outbound,-665,C003,SO-41404,4.50,2992.50
TXN-0003815,2025-09-26,WH-006,Ontario,SKU-1024,Multivitamin Adult,Health & Wellness,Outbound,-343,C005,SO-33801,14.25,4887.75
TXN-0003816,2025-09-26,WH-007,Quebec,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Transfer,126,,TR-95283,4.20,529.20
TXN-0003817,2025-09-26,WH-009,Quebec,SKU-1018,Glass Cleaner,Household Cleaning,Inbound,1144,,PO-64454,7.80,8923.20
TXN-0003818,2025-09-26,WH-002,Atlantic,SKU-1009,Cold Brew Coffee RTD,Beverages,Outbound,-732,C004,SO-17318,7.50,5490.00
TXN-0003819,2025-09-26,WH-008,Quebec,SKU-1018,Glass Cleaner,Household Cleaning,Outbound,-1447,C008,SO-39622,7.80,11286.60
TXN-0003820,2025-09-26,WH-002,Atlantic,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Transfer,-485,,TR-74970,12.50,6062.50
TXN-0003821,2025-09-26,WH-009,Quebec,SKU-1011,Body Lotion - Unscented,Personal Care,Transfer,-428,,TR-58281,12.50,5350.00
TXN-0003822,2025-09-26,WH-012,West,SKU-1017,Laundry Detergent Pods,Household Cleaning,Outbound,-1240,C005,SO-51724,18.50,22940.00
TXN-0003823,2025-09-26,WH-003,Atlantic,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-1447,C005,SO-33097,4.25,6149.75
TXN-0003824,2025-09-26,WH-007,Quebec,SKU-1016,Dish Soap - Citrus,Household Cleaning,Outbound,-631,C005,SO-99165,6.25,3943.75
TXN-0003825,2025-09-26,WH-011,West,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Outbound,-330,C008,SO-35427,12.50,4125.00
TXN-0003826,2025-09-26,WH-011,West,SKU-1005,Sparkling Water - Lemon,Beverages,Transfer,112,,TR-54752,5.50,616.00
TXN-0003827,2025-09-26,WH-012,West,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Inbound,2321,,PO-70660,6.80,15782.80
TXN-0003828,2025-09-26,WH-008,Quebec,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Outbound,-919,,SO-63311,6.80,6249.20
TXN-0003829,2025-09-26,WH-004,Ontario,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-328,C005,SO-18119,4.25,1394.00
TXN-0003830,2025-09-26,WH-011,West,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Transfer,458,,TR-29988,5.25,2404.50
TXN-0003831,2025-09-26,WH-008,Quebec,SKU-1017,Laundry Detergent Pods,Household Cleaning,Inbound,2005,,PO-52661,18.50,37092.50
TXN-0003832,2025-09-26,WH-011,West,SKU-1016,Dish Soap - Citrus,Household Cleaning,Outbound,-193,C001,SO-13318,6.25,1206.25
TXN-0003833,2025-09-26,WH-003,Atlantic,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Transfer,-409,,TR-18613,9.75,3987.75
TXN-0003834,2025-09-26,WH-005,Ontario,SKU-1005,Sparkling Water - Lemon,Beverages,Outbound,-1456,C004,SO-25717,5.50,8008.00
TXN-0003835,2025-09-26,WH-007,Quebec,SKU-1000,Maple Crunch Granola Bars,Snacks & Confectionery,Outbound,-564,C010,SO-26176,4.50,2538.00
TXN-0003836,2025-09-26,WH-013,West,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-1183,C002,SO-74798,4.25,5027.75
TXN-0003837,2025-09-26,WH-003,Atlantic,SKU-1001,Trail Mix - Canadian Blend,Snacks & Confectionery,Inbound,1311,,PO-59556,5.25,6882.75
TXN-0003838,2025-09-26,WH-010,West,SKU-1011,Body Lotion - Unscented,Personal Care,Outbound,-415,C009,SO-61218,12.50,5187.50
TXN-0003839,2025-09-26,WH-003,Atlantic,SKU-1023,Fiber Supplement Powder,Health & Wellness,Inbound,1263,,PO-85446,16.75,21155.25
TXN-0003840,2025-09-26,WH-012,West,SKU-1020,Vitamin C Gummies,Health & Wellness,Transfer,-374,,TR-58959,8.75,3272.50
TXN-0003841,2025-09-26,WH-010,West,SKU-1011,Body Lotion - Unscented,Personal Care,Transfer,-163,,TR-40753,12.50,2037.50
TXN-0003842,2025-09-26,WH-003,Atlantic,SKU-1005,Sparkling Water - Lemon,Beverages,Inbound,2313,,PO-39732,5.50,12721.50
TXN-0003843,2025-09-26,WH-012,West,SKU-1019,Disinfecting Wipes,Household Cleaning,Inbound,2638,,PO-89087,11.25,29677.50
TXN-0003844,2025-09-26,WH-010,West,SKU-1005,Sparkling Water - Lemon,Beverages,Inbound,1989,,PO-72086,5.50,10939.50
TXN-0003845,2025-09-26,WH-012,West,SKU-1022,Probiotics Daily,Health & Wellness,Transfer,213,,TR-39556,22.50,4792.50
TXN-0003846,2025-09-26,WH-003,Atlantic,SKU-1007,Energy Drink - Arctic Blast,Beverages,Outbound,-278,C009,SO-55876,8.75,2432.50
TXN-0003847,2025-09-26,WH-001,Atlantic,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Outbound,-200,C009,SO-70177,9.75,1950.00
TXN-0003848,2025-09-26,WH-001,Atlantic,SKU-1016,Dish Soap - Citrus,Household Cleaning,Inbound,2986,,PO-75252,6.25,18662.50
TXN-0003849,2025-09-26,WH-013,West,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Outbound,-424,C004,SO-59955,4.20,1780.80
TXN-0003850,2025-09-26,WH-001,Atlantic,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Inbound,1010,,PO-30443,4.20,4242.00
TXN-0003851,2025-09-26,WH-007,Quebec,SKU-1003,Chocolate Wafer Cookies,Snacks & Confectionery,Outbound,-1233,C004,SO-83174,4.20,5178.60
TXN-0003852,2025-09-26,WH-011,West,SKU-1017,Laundry Detergent Pods,Household Cleaning,Outbound,-474,C002,SO-74617,18.50,8769.00
TXN-0003853,2025-09-26,WH-011,West,SKU-1020,Vitamin C Gummies,Health & Wellness,Outbound,-636,C009,SO-43852,8.75,5565.00
TXN-0003854,2025-09-26,WH-013,West,SKU-1012,Shampoo - Moisturizing,Personal Care,Outbound,-764,C008,SO-44426,15.75,12033.00
TXN-0003855,2025-09-26,WH-003,Atlantic,SKU-1004,Mixed Nuts Premium,Snacks & Confectionery,Inbound,1387,,PO-30023,6.80,9431.60
TXN-0003856,2025-09-26,WH-003,Atlantic,SKU-1005,Sparkling Water - Lemon,Beverages,Transfer,-240,,TR-89616,5.50,1320.00
TXN-0003857,2025-09-26,WH-005,Ontario,SKU-1008,Coconut Water Organic,Beverages,Adjustment,-6,,ADJ-83428,9.25,55.50
TXN-0003858,2025-09-26,WH-011,West,SKU-1023,Fiber Supplement Powder,Health & Wellness,Outbound,-1461,C003,SO-33414,16.75,24471.75
TXN-0003859,2025-09-26,WH-012,West,SKU-1011,Body Lotion - Unscented,Personal Care,Outbound,-872,C003,SO-90993,12.50,10900.00
TXN-0003860,2025-09-26,WH-006,Ontario,SKU-1006,Iced Tea - Peach,Beverages,Outbound,-200,C007,SO-41751,4.25,850.00
TXN-0003861,2025-09-26,WH-011,West,SKU-1023,Fiber Supplement Powder,Health & Wellness,Outbound,-601,C002,SO-94902,16.75,10066.75
TXN-0003862,2025-09-26,WH-002,Atlantic,SKU-1017,Laundry Detergent Pods,Household Cleaning,Inbound,2125,,PO-99610,18.50,39312.50
TXN-0003863,2025-09-26,WH-013,West,SKU-1015,Multi-Surface Cleaner,Household Cleaning,Inbound,1467,,PO-10827,9.75,14303.25
TXN-0003864,2025-09-26,WH-008,Quebec,SKU-1021,Protein Bars - Chocolate,Health & Wellness,Outbound,-1244,C005,SO-25994,12.50,15550.00
TXN-0003865,2025-09-26,WH-011,West,SKU-1017,Laundry Detergent Pods,Household Cleaning,Outbound,-127,C002,SO-38803,18.50,2349.50
TXN-0003866,2025-09-26,WH-013,West,SKU-1012,Shampoo - Moisturizing,Personal Care,Inbound,734,,PO-76678,15.75,11560.50
TXN-0003867,2025-09-26,WH-013,West,SKU-1009,Cold Brew Coffee RTD,Beverages,Outbound,-569,C010,SO-72066,7.50,4267.50
